Reference, Value, Footprint, Datasheet, MFG Name, MFG Part Num, Distrib PN, Distrib Link, Tolerance, Others
R504,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R505,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R506,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R508,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R510,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R514,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R515,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R516,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R517,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R518,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R519,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R520,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R521,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R513,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R509,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R512,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R511,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R601,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R803,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R801,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R802,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R902,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R909,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1101,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1102,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1202,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1201,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1203,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1204,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1205,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1406,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1405,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1501,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1502,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1510,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1507,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1712,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1714,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1716,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1717,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1701,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1703,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1705,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1706,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1707,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1708,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1709,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1710,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1711,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1803,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1804,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1806,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R2001,10k,Resistors_SMD:R_0402,https://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf,Stackpole,RMCF0603JG10K0,RMCF0603JG10K0CT-ND,https://www.digikey.com/product-detail/en/stackpole-electronics-inc/RMCF0603JG10K0/RMCF0603JG10K0CT-ND/4425128,5%,https://www.digikey.com/products/en/resistors/chip-resistor-surface-mount/52?FV=ffe00034%2C400005%2C1f140000%2Cmu10+kOhms%7C2085&quantity=&ColumnSort=1000011&page=1&pageSize=500
R1506,15k,Resistors_SMD:R_0402,,,,,,,
R1604,15k,Resistors_SMD:R_0402,,,,,,,
R1606,15k,Resistors_SMD:R_0402,,,,,,,
R106,19.6k,Resistors_SMD:R_0402,,,,,,,
R221,19.6k,Resistors_SMD:R_0402,,,,,,,
R224,1M,Resistors_SMD:R_0402,,,,,,,
R401,1M,Resistors_SMD:R_0402,,,,,,,
R408,1M,Resistors_SMD:R_0402,,,,,,,
R404,1M,Resistors_SMD:R_0402,,,,,,,
R1608,1M,Resistors_SMD:R_0402,,,,,,,
R1913,1M,Resistors_SMD:R_0402,,,,,,,
R302,2.2k,Resistors_SMD:R_0402,,,,,,,
R301,2.2k,Resistors_SMD:R_0402,,,,,,,
R101,2.2k,Resistors_SMD:R_0402,,,,,,,
R102,2.2k,Resistors_SMD:R_0402,,,,,,,
R1607,2.2k,Resistors_SMD:R_0402,,,,,,,
R1722,2.37k,Resistors_SMD:R_0402,,,,,,,
R1721,2.37k,Resistors_SMD:R_0402,,,,,,,
R410,200k,Resistors_SMD:R_0402,,,,,,,
R225,249k,Resistors_SMD:R_0402,,,,,,,
R223,249k,Resistors_SMD:R_0402,,,,,,,
