Reference, Value, Footprint, Datasheet, MFG Name, MFG Part Num, Distrib PN, Distrib Link, Tolerance, Others
AE2301,ACM4-5036-A1-CC-S,dvk-mx8m-bsb:ACM4-5036-A1-CC-S,https://cloud.puri.sm/s/Xi64aJqKKKscxsZ,INPAQ,ACM4-5036-A1-CC-S,ACM4-5036-A1-CC-S,https://www.endrich.com/antennen_nfc_wpc/acm4_5036_a1_cc_s,-,https://www.everythingrf.com/products/gps-gnss-antennas/inpaq-technology-co-ltd/666-329-acm4-5036-a1-cc-s
AE1501,Antenna,dvk-mx8m-bsb:placeholder_WWAN_antenna,,,,,,,
AE1502,Antenna,dvk-mx8m-bsb:placeholder_WWAN_antenna,,,,,,,
AE1801,FR05-S1-NO-1-004,dvk-mx8m-bsb:placeholder_WLAN+BT_antenna,https://www.fractusantennas.com/files/UM_FR05_S1_NO_1_004.pdf,,,,,,
AE1802,FR05-S1-NO-1-004,dvk-mx8m-bsb:placeholder_WLAN+BT_antenna,https://www.fractusantennas.com/files/UM_FR05_S1_NO_1_004.pdf,,,,,,
BT301,18650,dvk-mx8m-bsb:BH18650,https://www.tme.eu/en/Document/8fa81c4c5d128169ded6af3ed3867ae3/BHC-18650-1P.pdf,COMF,BHC-18650-1P,BHC-18650-1P,https://www.tme.eu/en/details/bhc-18650-1p/batteries-holders/comf/,-,http://www.sierraic.com/BHC186501P
C103,100nF,Capacitors_SMD:C_0402,,,,,,,
C104,100nF,Capacitors_SMD:C_0402,,,,,,,
C108,100nF,Capacitors_SMD:C_0402,,,,,,,
C107,100nF,Capacitors_SMD:C_0402,,,,,,,
C207,100nF,Capacitors_SMD:C_0402,,,,,,,
C208,100nF,Capacitors_SMD:C_0402,,,,,,,
C202,100nF,Capacitors_SMD:C_0402,,,,,,,
C209,100nF,Capacitors_SMD:C_0402,,,,,,,
C210,100nF,Capacitors_SMD:C_0402,,,,,,,
C211,100nF,Capacitors_SMD:C_0402,,,,,,,
C212,100nF,Capacitors_SMD:C_0402,,,,,,,
C214,100nF,Capacitors_SMD:C_0402,,,,,,,
C308,100nF,Capacitors_SMD:C_0402,,,,,,,
C309,100nF,Capacitors_SMD:C_0402,,,,,,,
C440,100nF,Capacitors_SMD:C_0402,,,,,,,
C453,100nF,Capacitors_SMD:C_0402,,,,,,,
C434,100nF,Capacitors_SMD:C_0402,,,,,,,
C416,100nF,Capacitors_SMD:C_0402,,,,,,,
C459,100nF,Capacitors_SMD:C_0402,,,,,,,
C452,100nF,Capacitors_SMD:C_0402,,,,,,,
C401,100nF,Capacitors_SMD:C_0402,,,,,,,
C402,100nF,Capacitors_SMD:C_0402,,,,,,,
C404,100nF,Capacitors_SMD:C_0402,,,,,,,
C409,100nF,Capacitors_SMD:C_0402,,,,,,,
C413,100nF,Capacitors_SMD:C_0402,,,,,,,
C417,100nF,Capacitors_SMD:C_0402,,,,,,,
C420,100nF,Capacitors_SMD:C_0402,,,,,,,
C424,100nF,Capacitors_SMD:C_0402,,,,,,,
C428,100nF,Capacitors_SMD:C_0402,,,,,,,
C431,100nF,Capacitors_SMD:C_0402,,,,,,,
C403,100nF,Capacitors_SMD:C_0402,,,,,,,
C405,100nF,Capacitors_SMD:C_0402,,,,,,,
C410,100nF,Capacitors_SMD:C_0402,,,,,,,
C414,100nF,Capacitors_SMD:C_0402,,,,,,,
C418,100nF,Capacitors_SMD:C_0402,,,,,,,
C421,100nF,Capacitors_SMD:C_0402,,,,,,,
C425,100nF,Capacitors_SMD:C_0402,,,,,,,
C429,100nF,Capacitors_SMD:C_0402,,,,,,,
C432,100nF,Capacitors_SMD:C_0402,,,,,,,
C435,100nF,Capacitors_SMD:C_0402,,,,,,,
C406,100nF,Capacitors_SMD:C_0402,,,,,,,
C411,100nF,Capacitors_SMD:C_0402,,,,,,,
C415,100nF,Capacitors_SMD:C_0402,,,,,,,
C419,100nF,Capacitors_SMD:C_0402,,,,,,,
C422,100nF,Capacitors_SMD:C_0402,,,,,,,
C426,100nF,Capacitors_SMD:C_0402,,,,,,,
C430,100nF,Capacitors_SMD:C_0402,,,,,,,
C433,100nF,Capacitors_SMD:C_0402,,,,,,,
C436,100nF,Capacitors_SMD:C_0402,,,,,,,
C438,100nF,Capacitors_SMD:C_0402,,,,,,,
C502,100nF,Capacitors_SMD:C_0402,,,,,,,
C501,100nF,Capacitors_SMD:C_0402,,,,,,,
C601,100nF,Capacitors_SMD:C_0402,,,,,,,
C701,100nF,Capacitors_SMD:C_0402,,,,,,,
C902,100nF,Capacitors_SMD:C_0402,,,,,,,
C1004,100nF,Capacitors_SMD:C_0402,,,,,,,
C1202,100nF,Capacitors_SMD:C_0402,,,,,,,
C1206,100nF,Capacitors_SMD:C_0402,,,,,,,
C1201,100nF,Capacitors_SMD:C_0402,,,,,,,
C1207,100nF,Capacitors_SMD:C_0402,,,,,,,
C1301,100nF,Capacitors_SMD:C_0402,,,,,,,
C1302,100nF,Capacitors_SMD:C_0402,,,,,,,
C1304,100nF,Capacitors_SMD:C_0402,,,,,,,
C1310,100nF,Capacitors_SMD:C_0402,,,,,,,
C1308,100nF,Capacitors_SMD:C_0402,,,,,,,
C1505,100nF,Capacitors_SMD:C_0402,,,,,,,
C1522,100nF,Capacitors_SMD:C_0402,,,,,,,
C1521,100nF,Capacitors_SMD:C_0402,,,,,,,
C1516,100nF,Capacitors_SMD:C_0402,,,,,,,
C1612,100nF,Capacitors_SMD:C_0402,,,,,,,
C1615,100nF,Capacitors_SMD:C_0402,,,,,,,
C1605,100nF,Capacitors_SMD:C_0402,,,,,,,
C1620,100nF,Capacitors_SMD:C_0402,,,,,,,
C1602,100nF,Capacitors_SMD:C_0402,,,,,,,
C1603,100nF,Capacitors_SMD:C_0402,,,,,,,
C1604,100nF,Capacitors_SMD:C_0402,,,,,,,
C1623,100nF,Capacitors_SMD:C_0402,,,,,,,
C1823,100nF,Capacitors_SMD:C_0402,,,,,,,
C1818,100nF,Capacitors_SMD:C_0402,,,,,,,
C1819,100nF,Capacitors_SMD:C_0402,,,,,,,
C1904,100nF,Capacitors_SMD:C_0402,,,,,,,
C2006,100nF,Capacitors_SMD:C_0402,,,,,,,
C2007,100nF,Capacitors_SMD:C_0402,,,,,,,
C2004,100nF,Capacitors_SMD:C_0402,,,,,,,
C2008,100nF,Capacitors_SMD:C_0402,,,,,,,
C2101,100nF,Capacitors_SMD:C_0402,,,,,,,
C2201,100nF,Capacitors_SMD:C_0402,,,,,,,
C2205,100nF,Capacitors_SMD:C_0402,,,,,,,
C2301,100nF,Capacitors_SMD:C_0402,,,,,,,
C2401,100nF,Capacitors_SMD:C_0402,,,,,,,
C1205,100pF,Capacitors_SMD:C_0402,,,,,,,
C1210,100pF,Capacitors_SMD:C_0402,,,,,,,
C1305,100pF,Capacitors_SMD:C_0402,,,,,,,
C1614,100pF,Capacitors_SMD:C_0402,,,,,,,
C1618,100pF,Capacitors_SMD:C_0402,,,,,,,
C2304,100pF,Capacitors_SMD:C_0402,,,,,,,
C215,10nF,Capacitors_SMD:C_0603,,,,,,,
C423,10nF,Capacitors_SMD:C_0603,,,,,,,
C1203,10nF,Capacitors_SMD:C_0603,,,,,,,
C1208,10nF,Capacitors_SMD:C_0603,,,,,,,
C1307,10nF,Capacitors_SMD:C_0603,,,,,,,
C1402,10nF,Capacitors_SMD:C_0603,,,,,,,
C1401,10nF,Capacitors_SMD:C_0603,,,,,,,
C1404,10nF,Capacitors_SMD:C_0603,,,,,,,
C1403,10nF,Capacitors_SMD:C_0603,,,,,,,
C1513,10nF,Capacitors_SMD:C_0603,,,,,,,
C1512,10nF,Capacitors_SMD:C_0603,,,,,,,
C1625,10nF,Capacitors_SMD:C_0603,,,,,,,
C1811,10nF,Capacitors_SMD:C_0603,,,,,,,
C1810,10nF,Capacitors_SMD:C_0603,,,,,,,
C1807,10nF,Capacitors_SMD:C_0603,,,,,,,
C1804,10nF,Capacitors_SMD:C_0603,,,,,,,
C2003,10nF,Capacitors_SMD:C_0603,,,,,,,
C2102,10nF,Capacitors_SMD:C_0603,,,,,,,
C2302,10nF,Capacitors_SMD:C_0603,,,,,,,
C203,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C213,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C201,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C305,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C306,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C307,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C407,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C456,10uF,Capacitors_SMD:C_0603,,,,,,,
C913,10uF,Capacitors_SMD:C_0603,,,,,,,
C911,10uF,Capacitors_SMD:C_0603,,,,,,,
C910,10uF,Capacitors_SMD:C_0603,,,,,,,
C903,10uF,Capacitors_SMD:C_0603,,,,,,,
C905,10uF,Capacitors_SMD:C_0603,,,,,,,
C906,10uF,Capacitors_SMD:C_0603,,,,,,,
C904,10uF,Capacitors_SMD:C_0603,,,,,,,
C1601,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C1611,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C1713,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C1704,10uF,Capacitors_SMD:C_0603,http://ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=LMK107BBJ106MALT&fileName=LMK107BBJ106MALT_SS&mode=specSheetDownload,Taiyo Yuden,LMK107BBJ106MALT,587-3258-1-ND,https://www.digikey.com/product-detail/en/taiyo-yuden/LMK107BBJ106MALT/587-3258-1-ND/3662218,20%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv16=5&FV=380010%2C380014%2C380016%2C380020%2C380004%2C380009%2C400005%2C400006%2C440013%2C1f140000%2Cmu10%C2%B5F%7C2049%2Cffe0003c&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C2005,10uF,Capacitors_SMD:C_0603,,,,,,,
C1607,150nF,Capacitors_SMD:C_0603,https://www.byipcb.com/downloads/CL10B154KA8NNNC.pdf,Samsung,CL10B154KA8NNNC,C21118,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL10B154KA8NNNC_150nF-154-10-25V_C21118.html,10%,https://www.digikey.com/products/en/capacitors/ceramic-capacitors/60?k=&pkeyword=&pv17=19&pv17=5&FV=c0003%2C400005%2C1f140000%2Cmu0.15%C2%B5F%7C2049%2Cffe0003c%2C380014%2C380016%2C380020&quantity=0&ColumnSort=1000011&page=1&pageSize=500
C908,18pF,Capacitors_SMD:C_0402,,,,,,,
C909,18pF,Capacitors_SMD:C_0402,,,,,,,
C912,18pF,Capacitors_SMD:C_0402,,,,,,,
C1508,18pF,Capacitors_SMD:C_0402,,,,,,,
C1815,18pF,Capacitors_SMD:C_0402,,,,,,,
C1204,1nF,Capacitors_SMD:C_0402,,,,,,,
C1209,1nF,Capacitors_SMD:C_0402,,,,,,,
C1306,1nF,Capacitors_SMD:C_0402,,,,,,,
C2303,1nF,Capacitors_SMD:C_0402,,,,,,,
C301,1uF,Capacitors_SMD:C_0402,,,,,,,
C408,1uF,Capacitors_SMD:C_0402,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188R61A105KA61-01.pdf,Murata,GRM188R61A105KA61D,490-1543-1-ND,https://www.digikey.com/product-detail/en/murata-electronics-north-america/GRM188R61A105KA61D/490-1543-1-ND/587782,-,https://www.mouser.com/productdetail/?qs=LlFn95tWfDgsujID1PD8Jw%3D%3D
C447,1uF,Capacitors_SMD:C_0402,,,,,,,
C457,1uF,Capacitors_SMD:C_0402,,,,,,,
C461,1uF,Capacitors_SMD:C_0402,,,,,,,
C445,1uF,Capacitors_SMD:C_0402,,,,,,,
C451,1uF,Capacitors_SMD:C_0402,,,,,,,
C449,1uF,Capacitors_SMD:C_0402,,,,,,,
C450,1uF,Capacitors_SMD:C_0402,,,,,,,
C907,1uF,Capacitors_SMD:C_0402,,,,,,,
C1517,1uF,Capacitors_SMD:C_0402,,,,,,,
C1515,1uF,Capacitors_SMD:C_0402,,,,,,,
C1511,1uF,Capacitors_SMD:C_0402,,,,,,,
C1504,1uF,Capacitors_SMD:C_0402,,,,,,,
C1523,1uF,Capacitors_SMD:C_0402,,,,,,,
C1619,1uF,Capacitors_SMD:C_0402,,,,,,,
C1613,1uF,Capacitors_SMD:C_0402,,,,,,,
C1703,1uF,Capacitors_SMD:C_0402,,,,,,,
C1708,1uF,Capacitors_SMD:C_0402,,,,,,,
C1710,1uF,Capacitors_SMD:C_0402,,,,,,,
C1812,1uF,Capacitors_SMD:C_0402,,,,,,,
C1809,1uF,Capacitors_SMD:C_0402,,,,,,,
C1808,1uF,Capacitors_SMD:C_0402,,,,,,,
C1801,1uF,Capacitors_SMD:C_0402,,,,,,,
C1820,1uF,Capacitors_SMD:C_0402,,,,,,,
C1901,1uF,Capacitors_SMD:C_0402,,,,,,,
C1902,1uF,Capacitors_SMD:C_0402,,,,,,,
C2001,1uF,Capacitors_SMD:C_0402,,,,,,,
C2202,1uF,Capacitors_SMD:C_0402,,,,,,,
C2204,1uF,Capacitors_SMD:C_0402,,,,,,,
C2203,1uF,Capacitors_SMD:C_0402,,,,,,,
C2402,1uF,Capacitors_SMD:C_0402,,,,,,,
C204,2.2uF,Capacitors_SMD:C_0402,,,,,,,
C206,2.2uF,Capacitors_SMD:C_0402,,,,,,,
C1718,2.2uF,Capacitors_SMD:C_0402,,,,,,,
C2002,2.2uF,Capacitors_SMD:C_0402,,,,,,,
C1711,220nF,Capacitors_SMD:C_0402,,,,,,,
C1714,220nF,Capacitors_SMD:C_0402,,,,,,,
C1716,220nF,Capacitors_SMD:C_0402,,,,,,,
C1717,220nF,Capacitors_SMD:C_0402,,,,,,,
C1706,220nF,Capacitors_SMD:C_0402,,,,,,,
C1705,220nF,Capacitors_SMD:C_0402,,,,,,,
C1707,220nF,Capacitors_SMD:C_0402,,,,,,,
C1719,220nF,Capacitors_SMD:C_0402,,,,,,,
C1720,220nF,Capacitors_SMD:C_0402,,,,,,,
C1721,220nF,Capacitors_SMD:C_0402,,,,,,,
C1616,220pF,Capacitors_SMD:C_0402,,,,,,,
C1617,220pF,Capacitors_SMD:C_0402,,,,,,,
C455,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,http://datasheets.avx.com/TPS.pdf,AVX,TPSD227K010R0100,TPSD227K010R0100,https://www.tme.eu/en/details/tpsd227k010r010/smd-tantalum-capacitors/avx/tpsd227k010r0100/,10%,https://www.arrow.com/en/products/293d227x9010d2te3/vishay
C454,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,http://datasheets.avx.com/TPS.pdf,AVX,TPSD227K010R0100,TPSD227K010R0100,https://www.tme.eu/en/details/tpsd227k010r010/smd-tantalum-capacitors/avx/tpsd227k010r0100/,10%,https://www.arrow.com/en/products/293d227x9010d2te3/vishay
C1503,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,http://datasheets.avx.com/TPS.pdf,AVX,TPSD227K010R0100,TPSD227K010R0100,https://www.tme.eu/en/details/tpsd227k010r010/smd-tantalum-capacitors/avx/tpsd227k010r0100/,10%,https://www.arrow.com/en/products/293d227x9010d2te3/vishay
C1502,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,http://datasheets.avx.com/TPS.pdf,AVX,TPSD227K010R0100,TPSD227K010R0100,https://www.tme.eu/en/details/tpsd227k010r010/smd-tantalum-capacitors/avx/tpsd227k010r0100/,10%,https://www.arrow.com/en/products/293d227x9010d2te3/vishay
C1501,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,http://datasheets.avx.com/TPS.pdf,AVX,TPSD227K010R0100,TPSD227K010R0100,https://www.tme.eu/en/details/tpsd227k010r010/smd-tantalum-capacitors/avx/tpsd227k010r0100/,10%,https://www.arrow.com/en/products/293d227x9010d2te3/vishay
C1609,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-S_EIA-3216-12_Reflow,http://datasheets.avx.com/TLN_Undertab.pdf,AVX,TLNS227M004R3000,478-5526-1-ND,https://www.digikey.com/product-detail/en/avx-corporation/TLNS227M004R3000/478-5526-1-ND/2048317,20%,https://www.digikey.com/products/en/capacitors/tantalum-capacitors/59?FV=c0005%2C400007%2C1f140000%2Cmu220%C2%B5F%7C2049%2Cmu4V%7C2079%2Cffe0003b%2Cb5000c7%2Cb5000f7%2Cb500101%2Cb500107&quantity=&ColumnSort=1000011&page=1&pageSize=500
C1610,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-S_EIA-3216-12_Reflow,http://datasheets.avx.com/TLN_Undertab.pdf,AVX,TLNS227M004R3000,478-5526-1-ND,https://www.digikey.com/product-detail/en/avx-corporation/TLNS227M004R3000/478-5526-1-ND/2048317,20%,https://www.digikey.com/products/en/capacitors/tantalum-capacitors/59?FV=c0005%2C400007%2C1f140000%2Cmu220%C2%B5F%7C2049%2Cmu4V%7C2079%2Cffe0003b%2Cb5000c7%2Cb5000f7%2Cb500101%2Cb500107&quantity=&ColumnSort=1000011&page=1&pageSize=500
C1821,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,http://datasheets.avx.com/TPS.pdf,AVX,TPSD227K010R0100,TPSD227K010R0100,https://www.tme.eu/en/details/tpsd227k010r010/smd-tantalum-capacitors/avx/tpsd227k010r0100/,10%,https://www.arrow.com/en/products/293d227x9010d2te3/vishay
C1822,220uF,Capacitors_Tantalum_SMD:CP_Tantalum_Case-D_EIA-7343-31_Reflow,http://datasheets.avx.com/TPS.pdf,AVX,TPSD227K010R0100,TPSD227K010R0100,https://www.tme.eu/en/details/tpsd227k010r010/smd-tantalum-capacitors/avx/tpsd227k010r0100/,10%,https://www.arrow.com/en/products/293d227x9010d2te3/vishay
C1701,27pF,Capacitors_SMD:C_0402,,,,,,,
C1702,27pF,Capacitors_SMD:C_0402,,,,,,,
C1520,22pF,Capacitors_SMD:C_0402,,,,,,,
C101,22uF,Capacitors_SMD:C_0603,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/21/CL10A226MP8NUNE.pdf,Samsung,CL10A226MP8NUNE,C86295,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL10A226MP8NUNE_22uF-226-20-10V_C86295.html,20%,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_MuRata_ZRB18AR61A226ME01L_22uF-226-20-10V_C162690.html
C102,22uF,Capacitors_SMD:C_0603,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/21/CL10A226MP8NUNE.pdf,Samsung,CL10A226MP8NUNE,C86295,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL10A226MP8NUNE_22uF-226-20-10V_C86295.html,20%,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_MuRata_ZRB18AR61A226ME01L_22uF-226-20-10V_C162690.html
C105,22uF,Capacitors_SMD:C_0603,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/21/CL10A226MP8NUNE.pdf,Samsung,CL10A226MP8NUNE,C86295,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL10A226MP8NUNE_22uF-226-20-10V_C86295.html,20%,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_MuRata_ZRB18AR61A226ME01L_22uF-226-20-10V_C162690.html
C106,22uF,Capacitors_SMD:C_0603,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/21/CL10A226MP8NUNE.pdf,Samsung,CL10A226MP8NUNE,C86295,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL10A226MP8NUNE_22uF-226-20-10V_C86295.html,20%,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_MuRata_ZRB18AR61A226ME01L_22uF-226-20-10V_C162690.html
C310,22uF,Capacitors_SMD:C_0603,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/21/CL10A226MP8NUNE.pdf,Samsung,CL10A226MP8NUNE,C86295,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL10A226MP8NUNE_22uF-226-20-10V_C86295.html,20%,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_MuRata_ZRB18AR61A226ME01L_22uF-226-20-10V_C162690.html
C311,22uF,Capacitors_SMD:C_0603,http://www.samsungsem.com/kr/support/product-search/mlcc/__icsFiles/afieldfile/2018/06/21/CL10A226MP8NUNE.pdf,Samsung,CL10A226MP8NUNE,C86295,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_SAMSUNG_CL10A226MP8NUNE_22uF-226-20-10V_C86295.html,20%,https://lcsc.com/product-detail/Multilayer-Ceramic-Capacitors-MLCC-SMD-SMT_MuRata_ZRB18AR61A226ME01L_22uF-226-20-10V_C162690.html
